fecha_desaparicion;fecha_denuncia;fecha_conocimiento;zona;distrito;circuito;subcircuito;codigo_provincia;provincia;codigo_canton;canton;dias_solucion;latitud_desaparicion;longitud_desaparicion;sexo;nacionalidad;edad;rango_edad;etnia;fecha_localizacion;latitud_localizacion;longitud_localizacion;provincia_localizacion;situacion_actual;motivo_desaparicion;motivacion_desaparicion_observada;estado_desaparecido
23/5/2025;24/5/2025;24/5/2025;ZONA 9;MANUELA SÁENZ;PUENGASÍ;PUENGASÍ 3;17;PICHINCHA;1701;QUITO;86400;-0,242847;-78,499936;MUJER;ECUADOR;12;ADOLESCENTES;MESTIZO/A;24/5/2025;-0,185354;-78,498564;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
23/5/2025;24/5/2025;24/5/2025;ZONA 9;ELOY ALFARO - DMQ;FERROVIARIA;FERROVIARIA 3;17;PICHINCHA;1701;QUITO;259200;-0,252392;-78,515078;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;26/5/2025;-0,248669;-78,564786;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
23/5/2025;24/5/2025;24/5/2025;ZONA 9;EUGENIO ESPEJO;SAN ISIDRO DEL INCA;SAN ISIDRO DEL INCA 4;17;PICHINCHA;1701;QUITO;86400;-0,140593;-78,465989;HOMBRE;ECUADOR;15;ADOLESCENTES;MESTIZO/A;24/5/2025;-0,188546;-78,494698;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
23/5/2025;24/5/2025;24/5/2025;ZONA 9;ELOY ALFARO - DMQ;FERROVIARIA;FERROVIARIA 3;17;PICHINCHA;1701;QUITO;86400;-0,252392;-78,515078;MUJER;ECUADOR;17;ADOLESCENTES;MESTIZO/A;24/5/2025;-0,14031;-78,500143;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
23/5/2025;24/5/2025;24/5/2025;ZONA 9;MANUELA SÁENZ;PUENGASÍ;PUENGASÍ 2;17;PICHINCHA;1701;QUITO;172800;-0,246465;-78,496062;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;25/5/2025;-0,13592;-78,442523;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
23/5/2025;23/5/2025;23/5/2025;ZONA 9;EUGENIO ESPEJO;UNIVERSITARIO;UNIVERSITARIO 2;17;PICHINCHA;1701;QUITO;0;-0,197944;-78,507379;HOMBRE;ECUADOR;33;ADULTO;MESTIZO/A;23/5/2025;-0,283804;-78,469099;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
22/5/2025;23/5/2025;23/5/2025;ZONA 9;QUITUMBE;ECUATORIANA;ECUATORIANA 4;17;PICHINCHA;1701;QUITO;259200;-0,338711;-78,607761;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;25/5/2025;-0,299812;-78,568553;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
22/5/2025;23/5/2025;23/5/2025;ZONA 9;MANUELA SÁENZ;PUENGASÍ;PUENGASÍ 3;17;PICHINCHA;1701;QUITO;86400;-0,242847;-78,499936;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;23/5/2025;-0,140225;-78,500133;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
22/5/2025;22/5/2025;23/5/2025;ZONA 9;ELOY ALFARO - DMQ;ARGELIA;ARGELIA 5;17;PICHINCHA;1701;QUITO;432000;-0,286592;-78,528759;HOMBRE;ECUADOR;21;ADULTO;MESTIZO/A;27/5/2025;-0,223237;-78,519323;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
22/5/2025;26/5/2025;26/5/2025;ZONA 9;ELOY ALFARO - DMQ;SANTA ANITA;SANTA ANITA 3;17;PICHINCHA;1701;QUITO;345600;-0,255983;-78,53604;HOMBRE;ECUADOR;45;ADULTO;MESTIZO/A;26/5/2025;-0,102138;-78,549158;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
22/5/2025;30/5/2025;30/5/2025;ZONA 9;ELOY ALFARO - DMQ;MENA;MENA 5;17;PICHINCHA;1701;QUITO;777600;-0,263867;-78,565737;HOMBRE;ECUADOR;39;ADULTO;MESTIZO/A;31/5/2025;-0,25843;-78,539897;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
21/5/2025;21/5/2025;21/5/2025;ZONA 9;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 3;17;PICHINCHA;1701;QUITO;86400;-0,176749;-78,485066;HOMBRE;ECUADOR;35;ADULTO;MESTIZO/A;22/5/2025;-0,17202;-78,473238;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
21/5/2025;22/5/2025;22/5/2025;ZONA 9;QUITUMBE;CHILLOGALLO;CHILLOGALLO 5;17;PICHINCHA;1701;QUITO;86400;-0,29116;-78,56759;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;22/5/2025;-0,284164;-78,591559;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
21/5/2025;22/5/2025;22/5/2025;ZONA 9;CALDERÓN;SAN JUAN DE CALDERÓN;SAN JUAN DE CALDERÓN 2;17;PICHINCHA;1701;QUITO;172800;-0,09238;-78,43623;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;23/5/2025;-1,260224;-78,624425;TUNGURAHUA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
21/5/2025;22/5/2025;22/5/2025;ZONA 9;LOS CHILLOS;SANTA ISABEL;SANTA ISABEL 1;17;PICHINCHA;1701;QUITO;259200;-0,341051;-78,48446;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;24/5/2025;-0,243171;-78,491783;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
21/5/2025;22/5/2025;27/5/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 4;17;PICHINCHA;1701;QUITO;604800;-0,247562;-78,5234;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;28/5/2025;-0,259387;-78,504479;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
21/5/2025;22/5/2025;27/5/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 4;17;PICHINCHA;1701;QUITO;604800;-0,247562;-78,5234;HOMBRE;ECUADOR;14;ADOLESCENTES;MESTIZO/A;28/5/2025;-0,259387;-78,504479;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
21/5/2025;3/6/2025;3/6/2025;ZONA 9;ELOY ALFARO - DMQ;CHIMBACALLE;CHIMBACALLE 2;17;PICHINCHA;1701;QUITO;3456000;-0,243035;-78,513201;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;30/6/2025;-0,140117;-78,499693;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
20/5/2025;21/5/2025;21/5/2025;ZONA 9;ELOY ALFARO - DMQ;ARGELIA;ARGELIA 4;17;PICHINCHA;1701;QUITO;86400;-0,291963;-78,520903;HOMBRE;ECUADOR;14;ADOLESCENTES;MESTIZO/A;21/5/2025;-0,293687;-78,528761;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
20/5/2025;23/5/2025;23/5/2025;ZONA 9;LA DELICIA;LA ROLDÓS;LA ROLDÓS 1;17;PICHINCHA;1701;QUITO;518400;-0,087494;-78,484834;HOMBRE;ECUADOR;34;ADULTO;MESTIZO/A;26/5/2025;-0,081798;-78,475949;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
20/5/2025;21/5/2025;21/5/2025;ZONA 9;ELOY ALFARO - DMQ;BARRIO NUEVO;BARRIO NUEVO 2;17;PICHINCHA;1701;QUITO;86400;-0,280101;-78,545759;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;21/5/2025;-0,318359;-78,549455;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
20/5/2025;21/5/2025;21/5/2025;ZONA 9;LA DELICIA;COTOCOLLAO;COTOCOLLAO 4;17;PICHINCHA;1701;QUITO;86400;-0,104962;-78,500011;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;21/5/2025;-0,14237;-78,50021;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
20/5/2025;21/5/2025;21/5/2025;ZONA 9;CALDERÓN;GUAYLLABAMBA;GUAYLLABAMBA 1;17;PICHINCHA;1701;QUITO;172800;-0,067048;-78,352882;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;22/5/2025;-0,471292;-76,984273;ORELLANA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
20/5/2025;21/5/2025;22/5/2025;ZONA 9;MANUELA SÁENZ;PANECILLO;PANECILLO 2;17;PICHINCHA;1701;QUITO;345600;-0,223923;-78,516441;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;24/5/2025;-0,227252;-78,490205;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
20/5/2025;9/6/2025;9/6/2025;ZONA 9;QUITUMBE;LAS CUADRAS;LAS CUADRAS 1;17;PICHINCHA;1701;QUITO;11318400;-0,304072;-78,559012;MUJER;ECUADOR;17;ADOLESCENTES;MESTIZO/A;28/9/2025;-0,310574;-78,564136;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
19/5/2025;2/6/2025;3/6/2025;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 3;17;PICHINCHA;1701;QUITO;1555200;-0,339449;-78,558323;MUJER;VENEZUELA;22;ADULTO;MESTIZO/A;6/6/2025;-0,181967;-78,504063;PICHINCHA;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
19/5/2025;20/5/2025;20/5/2025;ZONA 9;EUGENIO ESPEJO;COCHAPAMBA;COCHAPAMBA 1;17;PICHINCHA;1701;QUITO;86400;-0,151269;-78,505488;HOMBRE;ECUADOR;55;ADULTO;MESTIZO/A;20/5/2025;-0,150246;-78,50223;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
19/5/2025;20/5/2025;20/5/2025;ZONA 9;MANUELA SÁENZ;LA LIBERTAD;LA LIBERTAD 1;17;PICHINCHA;1701;QUITO;604800;-0,224237;-78,52749;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;26/5/2025;-0,335812;-78,478121;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
19/5/2025;20/5/2025;20/5/2025;ZONA 9;ELOY ALFARO - DMQ;EL CALZADO;EL CALZADO 3;17;PICHINCHA;1701;QUITO;172800;-0,266162;-78,534069;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;21/5/2025;-0,142015;-78,505256;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/5/2025;19/5/2025;19/5/2025;ZONA 9;EUGENIO ESPEJO;LA MARISCAL;LA MARISCAL 1;17;PICHINCHA;1701;QUITO;172800;-0,198629;-78,493833;HOMBRE;ECUADOR;14;ADOLESCENTES;MESTIZO/A;21/5/2025;-0,208623;-78,497747;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/5/2025;20/5/2025;20/5/2025;ZONA 9;EUGENIO ESPEJO;JIPIJAPA;JIPIJAPA 1;17;PICHINCHA;1701;QUITO;86400;-0,159201;-78,483988;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;20/5/2025;-0,999102;-77,812519;NAPO;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/5/2025;20/5/2025;20/5/2025;ZONA 9;EUGENIO ESPEJO;JIPIJAPA;JIPIJAPA 1;17;PICHINCHA;1701;QUITO;86400;-0,159201;-78,483988;HOMBRE;ECUADOR;16;ADOLESCENTES;MESTIZO/A;20/5/2025;-0,983107;-77,816313;NAPO;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/5/2025;20/5/2025;20/5/2025;ZONA 9;CALDERÓN;CARAPUNGO;CARAPUNGO 3;17;PICHINCHA;1701;QUITO;518400;-0,092277;-78,45478;HOMBRE;ECUADOR;16;ADOLESCENTES;MESTIZO/A;25/5/2025;-0,094077;-78,452152;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
19/5/2025;23/5/2025;23/5/2025;ZONA 9;ELOY ALFARO - DMQ;CHILIBULO;CHILIBULO 5;17;PICHINCHA;1701;QUITO;518400;-0,218003;-78,53295;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;25/5/2025;-0,215937;-78,466796;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
18/5/2025;18/5/2025;18/5/2025;ZONA 9;MANUELA SÁENZ;PANECILLO;PANECILLO 2;17;PICHINCHA;1701;QUITO;0;-0,222762;-78,519037;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;18/5/2025;-0,218787;-78,517383;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
18/5/2025;19/5/2025;19/5/2025;ZONA 9;ELOY ALFARO - DMQ;SANTA ANITA;SANTA ANITA 1;17;PICHINCHA;1701;QUITO;172800;-0,264749;-78,548845;HOMBRE;ECUADOR;66;ADULTO MAYOR;MESTIZO/A;20/5/2025;-0,246804;-78,571312;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
18/5/2025;20/5/2025;20/5/2025;ZONA 9;QUITUMBE;ECUATORIANA;ECUATORIANA 1;17;PICHINCHA;1701;QUITO;259200;-0,298764;-78,567973;MUJER;ECUADOR;18;ADULTO;MESTIZO/A;21/5/2025;-0,275608;-78,553227;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
18/5/2025;19/5/2025;19/5/2025;ZONA 9;LA DELICIA;POMASQUI;POMASQUI 3;17;PICHINCHA;1701;QUITO;172800;-0,064512;-78,464663;HOMBRE;ECUADOR;35;ADULTO;MESTIZO/A;20/5/2025;-0,092007;-78,436708;PICHINCHA;ENCONTRADO;EXTRAVIADO - AUSENCIA TEMPORAL;HOSPITALIZADO;EXTRAVÍO
17/5/2025;17/5/2025;17/5/2025;ZONA 9;LA DELICIA;LA ROLDÓS;LA ROLDÓS 3;17;PICHINCHA;1701;QUITO;259200;-0,090401;-78,518568;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;20/5/2025;-0,142371;-78,500302;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
17/5/2025;18/5/2025;18/5/2025;ZONA 9;TUMBACO;YARUQUÍ;YARUQUÍ 1;17;PICHINCHA;1701;QUITO;86400;-0,162468;-78,318919;MUJER;ECUADOR;12;ADOLESCENTES;MESTIZO/A;18/5/2025;-0,16111;-78,321151;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
17/5/2025;17/5/2025;17/5/2025;ZONA 9;EUGENIO ESPEJO;LA MARISCAL;LA MARISCAL 3;17;PICHINCHA;1701;QUITO;86400;-0,203012;-78,491077;HOMBRE;ECUADOR;39;ADULTO;MESTIZO/A;18/5/2025;-1,48369;-78,00257;PASTAZA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
17/5/2025;18/5/2025;18/5/2025;ZONA 9;MANUELA SÁENZ;CENTRO HISTÓRICO;CENTRO HISTÓRICO 2;17;PICHINCHA;1701;QUITO;172800;-0,220164;-78,512327;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;19/5/2025;-0,275049;-78,541256;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
17/5/2025;18/5/2025;18/5/2025;ZONA 9;MANUELA SÁENZ;CENTRO HISTÓRICO;CENTRO HISTÓRICO 2;17;PICHINCHA;1701;QUITO;86400;-0,220164;-78,512327;HOMBRE;ECUADOR;23;ADULTO;MESTIZO/A;18/5/2025;-0,255086;-78,62491;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
17/5/2025;17/5/2025;19/5/2025;ZONA 9;MANUELA SÁENZ;LA LIBERTAD;LA LIBERTAD 1;17;PICHINCHA;1701;QUITO;259200;-0,230337;-78,52421;HOMBRE;ECUADOR;95;ADULTO MAYOR;MESTIZO/A;20/5/2025;-0,140139;-78,50009;PICHINCHA;ENCONTRADO;EXTRAVIADO - DISCAPACIDAD / ENFERMEDADES / TRASTORNOS;DISCAPACIDAD SENSORIAL;EXTRAVÍO
17/5/2025;19/5/2025;19/5/2025;ZONA 9;TUMBACO;TUMBACO SUR;TUMBACO SUR 2;17;PICHINCHA;1701;QUITO;950400;-0,211463;-78,379057;HOMBRE;ECUADOR;17;ADOLESCENTES;MESTIZO/A;28/5/2025;0,221902;-78,419711;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/5/2025;17/5/2025;19/5/2025;ZONA 9;ELOY ALFARO - DMQ;EL CALZADO;EL CALZADO 1;17;PICHINCHA;1701;QUITO;172800;-0,254244;-78,527041;HOMBRE;ECUADOR;28;ADULTO;MESTIZO/A;18/5/2025;-0,283593;-78,561821;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/5/2025;17/5/2025;17/5/2025;ZONA 9;LA DELICIA;COTOCOLLAO;COTOCOLLAO 1;17;PICHINCHA;1701;QUITO;172800;-0,129073;-78,496927;HOMBRE;ECUADOR;33;ADULTO;MESTIZO/A;18/5/2025;-0,140354;-78,502684;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/5/2025;18/5/2025;18/5/2025;ZONA 9;LOS CHILLOS;CONOCOTO NORTE;CONOCOTO NORTE 2;17;PICHINCHA;1701;QUITO;172800;-0,282901;-78,476267;HOMBRE;ECUADOR;20;ADULTO;MESTIZO/A;18/5/2025;-0,14237;-78,50021;PICHINCHA;FALLECIDO;FALLECIDO;ACCIDENTAL;DESAPARICIÓN INVOLUNTARIA
16/5/2025;16/5/2025;16/5/2025;ZONA 9;MANUELA SÁENZ;CENTRO HISTÓRICO;CENTRO HISTÓRICO 5;17;PICHINCHA;1701;QUITO;0;-0,223207;-78,505107;HOMBRE;ECUADOR;56;ADULTO;MESTIZO/A;16/5/2025;-0,128142;-78,469619;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/5/2025;17/5/2025;17/5/2025;ZONA 9;LA DELICIA;PONCIANO;PONCIANO 1;17;PICHINCHA;1701;QUITO;86400;-0,118851;-78,487518;MUJER;ECUADOR;18;ADULTO;MESTIZO/A;17/5/2025;-0,140354;-78,502684;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/5/2025;20/5/2025;23/5/2025;ZONA 9;EUGENIO ESPEJO;COCHAPAMBA;COCHAPAMBA 3;17;PICHINCHA;1701;QUITO;604800;-0,13778;-78,508236;HOMBRE;ECUADOR;17;ADOLESCENTES;MESTIZO/A;23/5/2025;-0,130341;-78,504571;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
16/5/2025;26/5/2025;26/5/2025;ZONA 9;LA DELICIA;PONCIANO;PONCIANO 2;17;PICHINCHA;1701;QUITO;864000;-0,109955;-78,487637;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;26/5/2025;-0,14235;-78,4996;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
15/5/2025;16/5/2025;16/5/2025;ZONA 9;LA DELICIA;COLINAS DEL NORTE;COLINAS DEL NORTE 3;17;PICHINCHA;1701;QUITO;86400;-0,094434;-78,505142;HOMBRE;ECUADOR;13;ADOLESCENTES;MESTIZO/A;16/5/2025;-0,140354;-78,502684;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
15/5/2025;15/5/2025;15/5/2025;ZONA 9;LA DELICIA;CALACALI;CALACALI 1;17;PICHINCHA;1701;QUITO;777600;-0,038538;-78,500062;MUJER;ECUADOR;16;ADOLESCENTES;AFRO;24/5/2025;-0,04961;-78,455094;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
15/5/2025;16/5/2025;16/5/2025;ZONA 9;LOS CHILLOS;ALANGASÍ;ALANGASÍ 1;17;PICHINCHA;1701;QUITO;432000;-0,303723;-78,421913;HOMBRE;ECUADOR;41;ADULTO;MESTIZO/A;20/5/2025;-0,286678;-78,528759;PICHINCHA;ENCONTRADO;POSIBLE VINCULACIÓN A DELITO;ROBO (ESCOPOLAMINA U OTRA DROGA ALUCINÓGENA ALTAMENTE TÓXICA);DESAPARICIÓN INVOLUNTARIA
15/5/2025;16/5/2025;16/5/2025;ZONA 9;QUITUMBE;ECUATORIANA;ECUATORIANA 4;17;PICHINCHA;1701;QUITO;259200;-0,338711;-78,607761;HOMBRE;ECUADOR;15;ADOLESCENTES;MESTIZO/A;18/5/2025;-0,276034;-78,554883;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
15/5/2025;16/5/2025;16/5/2025;ZONA 9;MANUELA SÁENZ;SAN JUAN;SAN JUAN 1;17;PICHINCHA;1701;QUITO;86400;-0,207876;-78,499974;MUJER;ECUADOR;8;NIÑOS(AS);AFRO;16/5/2025;-0,207514;-78,501055;PICHINCHA;ENCONTRADO;EXTRAVIADO - AUSENCIA TEMPORAL;ACCIDENTAL POR DESCUIDO;EXTRAVÍO
15/5/2025;16/5/2025;16/5/2025;ZONA 9;QUITUMBE;ECUATORIANA;ECUATORIANA 4;17;PICHINCHA;1701;QUITO;432000;-0,320607;-78,572545;HOMBRE;ECUADOR;13;ADOLESCENTES;MESTIZO/A;20/5/2025;-0,322853;-78,57377;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
15/5/2025;16/5/2025;21/5/2025;ZONA 9;LOS CHILLOS;CONOCOTO NORTE;CONOCOTO NORTE 4;17;PICHINCHA;1701;QUITO;777600;-0,266739;-78,48051;HOMBRE;ECUADOR;13;ADOLESCENTES;MESTIZO/A;24/5/2025;-0,266739;-78,48051;PICHINCHA;ENCONTRADO;EXTRAVIADO - DISCAPACIDAD / ENFERMEDADES / TRASTORNOS;DISCAPACIDAD INTELECTUAL;EXTRAVÍO
14/5/2025;14/5/2025;14/5/2025;ZONA 9;EUGENIO ESPEJO;LA MARISCAL;LA MARISCAL 4;17;PICHINCHA;1701;QUITO;0;-0,208313;-78,496123;HOMBRE;ECUADOR;64;ADULTO;MESTIZO/A;14/5/2025;-0,108559;-78,487738;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
14/5/2025;14/5/2025;14/5/2025;ZONA 9;LA DELICIA;POMASQUI;POMASQUI 1;17;PICHINCHA;1701;QUITO;86400;-0,066689;-78,454663;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;15/5/2025;-0,14237;-78,50021;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
14/5/2025;16/5/2025;16/5/2025;ZONA 9;QUITUMBE;ECUATORIANA;ECUATORIANA 4;17;PICHINCHA;1701;QUITO;691200;-0,309395;-78,567462;HOMBRE;ECUADOR;22;ADULTO;MESTIZO/A;22/5/2025;-0,142317;-78,500251;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
14/5/2025;14/5/2025;15/5/2025;ZONA 9;LA DELICIA;EL MIRADOR;EL MIRADOR 2;17;PICHINCHA;1701;QUITO;345600;-0,121754;-78,470776;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;18/5/2025;-0,09497;-78,52776;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/5/2025;14/5/2025;14/5/2025;ZONA 9;LA DELICIA;EL MIRADOR;EL MIRADOR 3;17;PICHINCHA;1701;QUITO;777600;-0,125617;-78,465412;MUJER;ECUADOR;19;ADULTO;MESTIZO/A;22/5/2025;-0,123852;-78,468947;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/5/2025;14/5/2025;14/5/2025;ZONA 9;EUGENIO ESPEJO;DAMMER;DAMMER 1;17;PICHINCHA;1701;QUITO;86400;-0,14497;-78,474076;HOMBRE;ECUADOR;52;ADULTO;MESTIZO/A;14/5/2025;-0,176469;-78,485849;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
